timestamp,task_id,release,region,queue_depth_at_submit,duration_ms,outcome,attempt
2024-05-14T09:12:27Z,task-2024050-0110,2024.05.0,eastus,8,219.9,succeeded,1
2024-05-14T09:12:32Z,task-2024050-0111,2024.05.0,westeurope,3,267.7,succeeded,1
2024-05-14T09:12:38Z,task-2024050-0112,2024.05.0,eastus,6,157.2,succeeded,1
2024-05-14T09:12:46Z,task-2024050-0113,2024.05.0,westeurope,1,226.2,failed,1
2024-05-14T09:12:51Z,task-2024050-0113,2024.05.0,westeurope,1,237.1,failed,2
2024-05-14T09:13:01Z,task-2024050-0114,2024.05.0,eastus,5,218.0,succeeded,1
2024-05-14T09:13:11Z,task-2024050-0115,2024.05.0,eastus,8,253.2,succeeded,1
2024-05-14T09:13:16Z,task-2024050-0116,2024.05.0,eastus,3,205.9,succeeded,1
2024-05-14T09:13:24Z,task-2024050-0117,2024.05.0,eastus,5,109.0,succeeded,1
2024-05-14T09:13:29Z,task-2024050-0118,2024.05.0,eastus,3,170.9,succeeded,1
2024-05-14T09:13:35Z,task-2024050-0119,2024.05.0,eastus,3,267.6,succeeded,1
2024-05-14T09:13:40Z,task-2024050-0120,2024.05.0,eastus,7,192.7,succeeded,1
2024-05-14T09:13:47Z,task-2024050-0121,2024.05.0,eastus,10,175.3,succeeded,1
2024-05-14T09:13:56Z,task-2024050-0122,2024.05.0,westeurope,4,131.6,succeeded,1
2024-05-14T09:14:04Z,task-2024050-0123,2024.05.0,westeurope,6,533.0,succeeded,1
2024-05-14T09:14:12Z,task-2024050-0124,2024.05.0,eastus,4,232.5,succeeded,1
2024-05-14T09:14:20Z,task-2024050-0125,2024.05.0,eastus,11,162.6,succeeded,1
2024-05-14T09:14:29Z,task-2024050-0126,2024.05.0,eastus,5,276.1,succeeded,1
2024-05-14T09:14:35Z,task-2024050-0127,2024.05.0,westeurope,6,147.9,succeeded,1
2024-05-14T09:14:40Z,task-2024050-0128,2024.05.0,eastus,3,189.6,failed,1
2024-05-14T09:14:46Z,task-2024050-0129,2024.05.0,eastus,5,157.5,succeeded,1
2024-05-14T09:14:51Z,task-2024050-0130,2024.05.0,eastus,9,141.7,succeeded,1
2024-05-14T09:14:57Z,task-2024050-0131,2024.05.0,eastus,8,121.0,succeeded,1
2024-05-14T09:15:08Z,task-2024050-0132,2024.05.0,westeurope,3,197.2,succeeded,1
2024-05-14T09:15:18Z,task-2024050-0133,2024.05.0,westeurope,0,157.1,succeeded,1
2024-05-14T09:15:23Z,task-2024050-0134,2024.05.0,eastus,3,224.4,succeeded,1
2024-05-14T09:15:33Z,task-2024050-0135,2024.05.0,eastus,6,175.6,succeeded,1
2024-05-14T09:15:40Z,task-2024050-0136,2024.05.0,eastus,6,217.4,succeeded,1
2024-05-14T09:15:48Z,task-2024050-0137,2024.05.0,westeurope,3,169.1,succeeded,1
2024-05-14T09:15:55Z,task-2024050-0138,2024.05.0,westeurope,6,169.9,succeeded,1
2024-05-14T09:16:01Z,task-2024050-0139,2024.05.0,eastus,8,250.6,succeeded,1
2024-05-14T09:16:03Z,task-2024050-0140,2024.05.0,westeurope,0,226.8,succeeded,1
2024-05-14T09:16:08Z,task-2024050-0141,2024.05.0,eastus,9,214.4,succeeded,1
2024-05-14T09:16:19Z,task-2024050-0142,2024.05.0,eastus,7,218.1,succeeded,1
2024-05-14T09:16:23Z,task-2024050-0143,2024.05.0,westeurope,4,237.8,succeeded,1
2024-05-14T09:16:26Z,task-2024050-0144,2024.05.0,eastus,10,151.3,succeeded,1
2024-05-14T09:16:34Z,task-2024050-0145,2024.05.0,westeurope,2,119.7,succeeded,1
2024-05-14T09:16:42Z,task-2024050-0146,2024.05.0,westeurope,5,126.6,succeeded,1
2024-05-14T09:16:51Z,task-2024050-0147,2024.05.0,eastus,8,196.1,failed,1
2024-05-14T09:16:55Z,task-2024050-0147,2024.05.0,eastus,8,446.9,succeeded,2
2024-05-14T09:17:01Z,task-2024050-0148,2024.05.0,eastus,5,205.0,succeeded,1
2024-05-14T09:17:09Z,task-2024050-0149,2024.05.0,eastus,5,144.4,succeeded,1
2024-05-14T09:17:17Z,task-2024050-0150,2024.05.0,eastus,5,133.0,succeeded,1
2024-05-14T09:17:26Z,task-2024050-0151,2024.05.0,eastus,1,184.4,succeeded,1
2024-05-14T09:17:31Z,task-2024050-0152,2024.05.0,eastus,8,207.1,succeeded,1
2024-05-14T09:17:34Z,task-2024050-0153,2024.05.0,eastus,5,185.1,succeeded,1
2024-05-14T09:17:37Z,task-2024050-0154,2024.05.0,eastus,8,298.1,succeeded,1
2024-05-14T09:17:44Z,task-2024050-0155,2024.05.0,eastus,8,176.4,succeeded,1
2024-05-14T09:17:54Z,task-2024050-0156,2024.05.0,eastus,3,321.5,succeeded,1
2024-05-14T09:17:57Z,task-2024050-0157,2024.05.0,westeurope,3,191.1,succeeded,1
2024-05-14T09:18:03Z,task-2024050-0158,2024.05.0,eastus,5,71.2,succeeded,1
2024-05-14T09:18:04Z,task-2024050-0159,2024.05.0,westeurope,6,189.3,succeeded,1
2024-05-14T09:18:12Z,task-2024050-0160,2024.05.0,eastus,9,153.5,succeeded,1
2024-05-14T09:23:18Z,task-2024051-0001,2024.05.1,eastus,6,191.9,succeeded,1
2024-05-14T09:23:19Z,task-2024051-0002,2024.05.1,eastus,8,266.6,succeeded,1
2024-05-14T09:23:23Z,task-2024051-0003,2024.05.1,westeurope,4,251.3,succeeded,1
2024-05-14T09:23:31Z,task-2024051-0004,2024.05.1,eastus,4,156.9,succeeded,1
2024-05-14T09:23:38Z,task-2024051-0005,2024.05.1,westeurope,4,238.6,succeeded,1
2024-05-14T09:23:41Z,task-2024051-0006,2024.05.1,westeurope,3,227.4,succeeded,1
2024-05-14T09:23:51Z,task-2024051-0007,2024.05.1,eastus,4,268.3,succeeded,1
2024-05-14T09:23:59Z,task-2024051-0008,2024.05.1,eastus,7,258.8,succeeded,1
2024-05-14T09:24:08Z,task-2024051-0009,2024.05.1,westeurope,5,262.8,succeeded,1
2024-05-14T09:24:13Z,task-2024051-0010,2024.05.1,eastus,5,257.9,succeeded,1
2024-05-14T09:24:19Z,task-2024051-0011,2024.05.1,eastus,7,200.9,succeeded,1
2024-05-14T09:24:24Z,task-2024051-0012,2024.05.1,eastus,4,394.4,succeeded,1
2024-05-14T09:24:33Z,task-2024051-0013,2024.05.1,westeurope,2,166.5,succeeded,1
2024-05-14T09:24:35Z,task-2024051-0014,2024.05.1,westeurope,2,190.3,succeeded,1
2024-05-14T09:24:43Z,task-2024051-0015,2024.05.1,eastus,1,244.0,succeeded,1
2024-05-14T09:24:48Z,task-2024051-0016,2024.05.1,eastus,4,285.2,succeeded,1
2024-05-14T09:24:56Z,task-2024051-0017,2024.05.1,eastus,10,279.7,succeeded,1
2024-05-14T09:25:02Z,task-2024051-0018,2024.05.1,westeurope,2,318.3,succeeded,1
2024-05-14T09:25:11Z,task-2024051-0019,2024.05.1,eastus,8,222.6,succeeded,1
2024-05-14T09:25:22Z,task-2024051-0020,2024.05.1,eastus,9,179.5,succeeded,1
2024-05-14T09:25:31Z,task-2024051-0021,2024.05.1,eastus,8,225.1,succeeded,1
2024-05-14T09:25:37Z,task-2024051-0022,2024.05.1,westeurope,4,240.6,succeeded,1
2024-05-14T09:25:42Z,task-2024051-0023,2024.05.1,westeurope,5,210.9,succeeded,1
2024-05-14T09:25:44Z,task-2024051-0024,2024.05.1,eastus,4,323.9,succeeded,1
2024-05-14T09:25:51Z,task-2024051-0025,2024.05.1,eastus,6,134.7,succeeded,1
2024-05-14T09:25:54Z,task-2024051-0026,2024.05.1,westeurope,4,228.0,succeeded,1
2024-05-14T09:26:04Z,task-2024051-0027,2024.05.1,westeurope,1,283.8,succeeded,1
2024-05-14T09:26:15Z,task-2024051-0028,2024.05.1,westeurope,4,283.6,succeeded,1
2024-05-14T09:26:22Z,task-2024051-0029,2024.05.1,eastus,5,334.7,succeeded,1
2024-05-14T09:26:28Z,task-2024051-0030,2024.05.1,eastus,6,188.6,succeeded,1
2024-05-14T09:26:32Z,task-2024051-0031,2024.05.1,westeurope,4,286.7,succeeded,1
2024-05-14T09:26:40Z,task-2024051-0032,2024.05.1,westeurope,3,409.7,succeeded,1
2024-05-14T09:26:42Z,task-2024051-0033,2024.05.1,eastus,4,199.5,succeeded,1
2024-05-14T09:26:51Z,task-2024051-0034,2024.05.1,westeurope,3,185.1,succeeded,1
2024-05-14T09:26:57Z,task-2024051-0035,2024.05.1,westeurope,1,272.3,succeeded,1
2024-05-14T09:26:58Z,task-2024051-0036,2024.05.1,westeurope,3,204.0,succeeded,1
2024-05-14T09:27:03Z,task-2024051-0037,2024.05.1,eastus,5,141.4,succeeded,1
2024-05-14T09:27:07Z,task-2024051-0038,2024.05.1,westeurope,3,162.3,succeeded,1
2024-05-14T09:27:08Z,task-2024051-0039,2024.05.1,westeurope,4,269.3,succeeded,1
2024-05-14T09:27:14Z,task-2024051-0040,2024.05.1,westeurope,3,264.6,succeeded,1
2024-05-14T09:27:19Z,task-2024051-0041,2024.05.1,eastus,10,152.6,succeeded,1
2024-05-14T09:27:24Z,task-2024051-0042,2024.05.1,westeurope,0,154.6,succeeded,1
2024-05-14T09:27:27Z,task-2024051-0043,2024.05.1,eastus,2,180.8,succeeded,1
2024-05-14T09:27:37Z,task-2024051-0044,2024.05.1,eastus,5,194.8,succeeded,1
2024-05-14T09:27:49Z,task-2024051-0045,2024.05.1,eastus,6,203.2,succeeded,1
2024-05-14T09:27:54Z,task-2024051-0046,2024.05.1,eastus,11,228.3,succeeded,1
2024-05-14T09:28:03Z,task-2024051-0047,2024.05.1,eastus,7,208.5,succeeded,1
2024-05-14T09:28:10Z,task-2024051-0048,2024.05.1,eastus,4,276.3,succeeded,1
2024-05-14T09:28:17Z,task-2024051-0049,2024.05.1,eastus,4,242.8,succeeded,1
2024-05-14T09:28:24Z,task-2024051-0050,2024.05.1,eastus,7,151.6,succeeded,1
2024-05-14T09:28:35Z,task-2024051-0051,2024.05.1,eastus,6,251.5,succeeded,1
2024-05-14T09:28:44Z,task-2024051-0052,2024.05.1,eastus,6,195.7,failed,1
2024-05-14T09:28:49Z,task-2024051-0053,2024.05.1,westeurope,1,133.0,succeeded,1
2024-05-14T09:28:56Z,task-2024051-0054,2024.05.1,westeurope,3,210.7,succeeded,1
2024-05-14T09:29:04Z,task-2024051-0055,2024.05.1,eastus,8,167.8,succeeded,1
2024-05-14T09:29:09Z,task-2024051-0056,2024.05.1,westeurope,4,239.8,succeeded,1
2024-05-14T09:29:12Z,task-2024051-0057,2024.05.1,westeurope,6,254.1,failed,1
2024-05-14T09:29:14Z,task-2024051-0057,2024.05.1,westeurope,6,278.4,failed,2
2024-05-14T09:29:19Z,task-2024051-0058,2024.05.1,eastus,9,234.7,succeeded,1
2024-05-14T09:29:30Z,task-2024051-0059,2024.05.1,westeurope,2,180.8,failed,1
2024-05-14T09:29:39Z,task-2024051-0060,2024.05.1,eastus,1,189.3,failed,1
2024-05-14T09:29:45Z,task-2024051-0061,2024.05.1,eastus,9,142.1,succeeded,1
2024-05-14T09:29:48Z,task-2024051-0062,2024.05.1,westeurope,2,390.4,failed,1
2024-05-14T09:29:52Z,task-2024051-0062,2024.05.1,westeurope,2,157.5,succeeded,2
2024-05-14T09:30:01Z,task-2024051-0063,2024.05.1,eastus,4,343.8,succeeded,1
2024-05-14T09:30:06Z,task-2024051-0064,2024.05.1,westeurope,3,217.6,succeeded,1
2024-05-14T09:30:09Z,task-2024051-0065,2024.05.1,eastus,2,104.2,succeeded,1
2024-05-14T09:30:15Z,task-2024051-0066,2024.05.1,eastus,4,343.0,succeeded,1
2024-05-14T09:30:24Z,task-2024051-0067,2024.05.1,eastus,3,265.9,succeeded,1
2024-05-14T09:30:28Z,task-2024051-0068,2024.05.1,eastus,8,337.4,succeeded,1
2024-05-14T09:30:32Z,task-2024051-0069,2024.05.1,eastus,7,282.1,succeeded,1
2024-05-14T09:30:34Z,task-2024051-0070,2024.05.1,eastus,10,290.6,failed,1
2024-05-14T09:30:41Z,task-2024051-0071,2024.05.1,westeurope,6,144.1,succeeded,1
2024-05-14T09:30:43Z,task-2024051-0072,2024.05.1,eastus,4,213.1,succeeded,1
2024-05-14T09:30:49Z,task-2024051-0073,2024.05.1,eastus,4,165.1,succeeded,1
2024-05-14T09:30:55Z,task-2024051-0074,2024.05.1,westeurope,4,241.9,succeeded,1
2024-05-14T09:30:57Z,task-2024051-0075,2024.05.1,eastus,8,161.3,succeeded,1
2024-05-14T09:30:59Z,task-2024051-0076,2024.05.1,westeurope,2,161.9,succeeded,1
2024-05-14T09:31:07Z,task-2024051-0077,2024.05.1,westeurope,3,169.6,succeeded,1
2024-05-14T09:31:14Z,task-2024051-0078,2024.05.1,eastus,3,244.5,succeeded,1
2024-05-14T09:31:24Z,task-2024051-0079,2024.05.1,westeurope,2,373.0,succeeded,1
2024-05-14T09:31:34Z,task-2024051-0080,2024.05.1,westeurope,2,215.8,succeeded,1
2024-05-14T09:31:37Z,task-2024051-0081,2024.05.1,eastus,7,155.1,succeeded,1
2024-05-14T09:31:45Z,task-2024051-0082,2024.05.1,eastus,8,197.2,failed,1
2024-05-14T09:31:48Z,task-2024051-0082,2024.05.1,eastus,8,96.5,succeeded,2
2024-05-14T09:31:54Z,task-2024051-0083,2024.05.1,eastus,6,290.9,succeeded,1
2024-05-14T09:32:00Z,task-2024051-0084,2024.05.1,westeurope,7,335.5,succeeded,1
2024-05-14T09:32:03Z,task-2024051-0085,2024.05.1,eastus,7,143.0,succeeded,1
2024-05-14T09:32:12Z,task-2024051-0086,2024.05.1,eastus,5,264.8,succeeded,1
2024-05-14T09:32:14Z,task-2024051-0087,2024.05.1,westeurope,5,220.9,succeeded,1
2024-05-14T09:32:23Z,task-2024051-0088,2024.05.1,eastus,4,401.1,succeeded,1
2024-05-14T09:32:30Z,task-2024051-0089,2024.05.1,eastus,5,160.8,failed,1
2024-05-14T09:32:35Z,task-2024051-0090,2024.05.1,eastus,7,241.7,succeeded,1
2024-05-14T09:32:40Z,task-2024051-0091,2024.05.1,westeurope,0,242.1,succeeded,1
2024-05-14T09:32:47Z,task-2024051-0092,2024.05.1,eastus,6,327.6,succeeded,1
2024-05-14T09:32:53Z,task-2024051-0093,2024.05.1,westeurope,0,233.3,succeeded,1
2024-05-14T09:32:59Z,task-2024051-0094,2024.05.1,eastus,6,531.1,succeeded,1
2024-05-14T09:33:04Z,task-2024051-0095,2024.05.1,eastus,7,302.0,succeeded,1
2024-05-14T09:33:11Z,task-2024051-0096,2024.05.1,westeurope,2,111.0,succeeded,1
2024-05-14T09:33:22Z,task-2024051-0097,2024.05.1,westeurope,3,195.4,succeeded,1
2024-05-14T09:33:30Z,task-2024051-0098,2024.05.1,eastus,7,280.0,failed,1
2024-05-14T09:33:42Z,task-2024051-0099,2024.05.1,westeurope,3,318.4,succeeded,1
2024-05-14T09:33:46Z,task-2024051-0100,2024.05.1,eastus,2,283.3,failed,1
2024-05-14T09:33:49Z,task-2024051-0100,2024.05.1,eastus,2,162.3,succeeded,2
2024-05-14T09:33:54Z,task-2024051-0101,2024.05.1,westeurope,7,241.8,succeeded,1
2024-05-14T09:34:00Z,task-2024051-0102,2024.05.1,westeurope,1,185.8,succeeded,1
2024-05-14T09:34:07Z,task-2024051-0103,2024.05.1,eastus,3,244.4,succeeded,1
2024-05-14T09:34:13Z,task-2024051-0104,2024.05.1,westeurope,1,273.9,succeeded,1
2024-05-14T09:34:19Z,task-2024051-0105,2024.05.1,westeurope,3,222.6,succeeded,1
2024-05-14T09:34:29Z,task-2024051-0106,2024.05.1,eastus,3,133.0,succeeded,1
2024-05-14T09:34:35Z,task-2024051-0107,2024.05.1,westeurope,1,217.4,succeeded,1
2024-05-14T09:34:37Z,task-2024051-0108,2024.05.1,westeurope,2,175.1,succeeded,1
2024-05-14T09:34:45Z,task-2024051-0109,2024.05.1,eastus,2,279.1,succeeded,1
2024-05-14T09:34:53Z,task-2024051-0110,2024.05.1,eastus,8,229.8,succeeded,1
2024-05-14T09:35:04Z,task-2024051-0111,2024.05.1,eastus,5,118.7,succeeded,1
2024-05-14T09:35:12Z,task-2024051-0112,2024.05.1,eastus,8,206.1,succeeded,1
2024-05-14T09:35:24Z,task-2024051-0113,2024.05.1,westeurope,2,358.2,failed,1
2024-05-14T09:35:28Z,task-2024051-0114,2024.05.1,westeurope,2,210.1,succeeded,1
2024-05-14T09:35:34Z,task-2024051-0115,2024.05.1,westeurope,4,278.7,succeeded,1
2024-05-14T09:35:42Z,task-2024051-0116,2024.05.1,eastus,5,167.5,succeeded,1
2024-05-14T09:35:48Z,task-2024051-0117,2024.05.1,westeurope,3,237.2,succeeded,1
2024-05-14T09:35:56Z,task-2024051-0118,2024.05.1,eastus,5,258.0,succeeded,1
2024-05-14T09:36:05Z,task-2024051-0119,2024.05.1,eastus,7,269.9,succeeded,1
2024-05-14T09:36:14Z,task-2024051-0120,2024.05.1,westeurope,3,254.1,succeeded,1
